PlayerName,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Pace,DEff,DvP,L2FGA,L5FGA,SFGA,L2Min,L5Min,SMin,L5FP,SFP,Floor,Ceil,ProjMin,ProjFP,ProjVal,Min,FP,Value
Semi Ojeleye,NA,None,SG/SF,3200,BOS,MIL,1,104,10,6,98,105,-13,2,4,3,16,17,14,10.4,6.5,1.6,11.4,10.5,5.4,1.7,12.6,2.5,0.8
Shane Larkin,NA,None,PG,3200,BOS,MIL,1,104,17,5,98,105,-8,0,2,3,5,7,10,3,5.8,-0.7,12.3,0,0,0,0,0,0
Ante Zizic,NA,None,PF/C,3200,CLE,@CHI,1,109,NA,NA,99,109,3,1,1,1,3,3,4,1.4,3.1,-1.3,7.5,0,0,0,4.2,5.8,1.8
Timofey Mozgov,NA,None,C,3200,BKN,@ATL,1,110,14,12,100,108,3,4,4,4,16,16,16,13.7,12.3,6.9,17.7,0,0,0,0,0,0
Mike Scott,NA,None,PF,3200,WAS,@UTA,2,97,18,13,98,102,-5,4,6,6,11,16,18,13.5,13.9,6.5,21.3,11,7.5,2.3,19.7,4.8,1.5
Damyean Dotson,1,None,SG,3200,NYK,@IND,0,101,NA,NA,101,107,2,4,2,2,14,10,8,3.6,4.4,-1.1,10,22.5,14.3,4.5,29.1,26.3,8.2
Lance Thomas,1,None,SF/PF,3200,NYK,@IND,0,101,12,6,101,107,-9,7,3,4,21,14,15,8.8,8.5,3.1,13.8,20,11.9,3.7,16.9,7.5,2.3
Cheick Diallo,NA,None,PF,3100,NOR,GSW,1,110,NA,NA,104,102,3,0,2,2,3,6,7,4.4,5.5,0.4,10.7,0,0,0,0.1,0,0
Ramon Sessions,NA,None,PG,3100,NYK,@IND,0,101,20,10,101,107,-1,6,4,5,14,10,15,8.3,11.7,2.5,20.9,0,0,0,13.8,8.8,2.8
Salah Mejri,NA,None,C,3100,DAL,DEN,1,106,10,19,100,106,-2,2,2,2,11,14,13,11,13.7,4,23.3,13.5,12.6,4.1,9,11.8,3.8
Marreese Speights,NA,None,PF/C,3100,ORL,@CHA,0,106,25,19,101,105,4,7,8,7,11,14,12,12.2,13.3,5.1,21.6,11,12,3.9,15.4,8.8,2.8
Tony Allen,NA,None,SG/SF,3100,NOR,GSW,1,110,18,9,104,102,-7,3,4,4,12,12,13,9.3,9.7,4.3,15,15,12.1,3.9,3.2,2.3,0.7
Antonio Blakeney,NA,None,PG,3100,CHI,CLE,2,101,24,8,100,108,1,3,7,7,9,13,15,9.7,10.7,4.4,17,0,0,0,0,0,0
Langston Galloway,NA,None,PG/SG,3100,DET,@SAS,1,99,18,14,97,101,-4,7,6,5,11,13,14,9.8,10.8,4.4,17.3,12,8.2,2.6,8.8,4.5,1.5
Henry Ellenson,NA,None,PF/C,3000,DET,@SAS,1,99,NA,NA,97,101,-9,2,3,5,4,8,11,7.3,10.1,1.5,18.6,0,0,0,0.1,0,0
Eric Moreland,NA,None,PF/C,3000,DET,@SAS,1,99,8,9,97,101,-9,1,1,1,7,9,10,6.2,7.6,0.8,14.3,0,0,0,16.3,6.8,2.3
TJ Leaf,NA,None,SF/PF,3000,IND,NYK,2,111,NA,NA,99,105,-11,2,2,3,4,4,11,4.5,7.4,1.5,13.4,0,0,0,16.6,6.3,2.1
Kevon Looney,NA,None,SF/PF,3000,GSW,@NOR,0,119,13,12,102,106,11,2,2,3,5,7,11,7.6,10,3.8,16.1,0,0,0,3.4,1.3,0.4
Reggie Bullock,NA,None,SG/SF,3000,DET,@SAS,1,99,10,7,97,101,-6,2,3,3,6,15,15,7.3,7.1,0.8,13.4,0,0,0,0,0,0
Chris McCullough,NA,None,PF/C,3000,WAS,@UTA,2,97,NA,NA,98,102,-5,4,3,3,10,7,7,6.8,6.8,2.6,10.9,0,0,0,9.4,9.3,3.1
Cristiano Felicio,NA,None,PF/C,3000,CHI,CLE,2,101,11,10,100,108,1,3,3,3,13,13,16,6.8,9.5,4.9,14.1,0,0,0,11.9,6,2
Jose Calderon,NA,None,PG,3000,CLE,@CHI,1,109,10,7,99,109,9,2,1,2,16,18,13,7.3,6.5,0,13.1,17,11.1,3.7,27.1,13,4.3
Quincy Pondexter,NA,None,SG/SF,3000,CHI,CLE,2,101,16,6,100,108,1,2,2,3,7,11,11,2.5,6.5,0.9,12.1,0,0,0,4.2,1.3,0.4
Malik Beasley,NA,None,SG,3000,DEN,@DAL,1,104,16,9,98,106,-3,1,2,3,5,5,8,7.2,5.8,0.9,10.7,0,0,0,7.6,7.3,2.4
Johnny O'Bryant III,NA,None,PF/C,3000,CHA,ORL,2,113,NA,NA,103,108,2,2,3,4,2,6,9,4.8,9.4,2.3,16.5,0,0,0,0,0,0
Jacob Wiley,NA,None,PG,3000,BKN,@ATL,1,110,NA,NA,100,108,18,0,1,1,3,7,7,4.7,4.7,-2.9,12.2,0,0,0,0,0,0
Jason Terry,NA,None,PG/SG,3000,MIL,@BOS,1,99,NA,NA,98,99,-10,3,2,2,20,14,12,6.8,5.8,1.2,10.5,19,9.8,3.3,12.7,7.3,2.4
Royce O'Neale,NA,None,SF,3000,UTA,WAS,2,101,NA,NA,100,104,-8,3,2,2,17,12,11,9.1,5.7,-1,12.5,0,0,0,24.8,33.8,11.3
Omer Asik,NA,None,C,3000,NOR,GSW,1,110,NA,NA,104,102,3,3,3,3,12,12,12,9.3,9.3,6.4,12.1,11.5,8.2,2.7,11.9,7.8,2.6
Matt Costello,NA,None,PF,3000,SAS,DET,0,103,NA,NA,99,105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick White,NA,None,PG/SG,3000,SAS,DET,0,103,NA,NA,99,105,-3,2,1,1,10,8,8,5.8,5.8,0.4,11.2,0,0,0,0,0,0
Davis Bertans,NA,None,SF/PF,3000,SAS,DET,0,103,NA,NA,99,105,10,7,3,2,16,9,7,7.5,6.3,-2.3,14.9,0,0,0,15.5,19.3,6.4
Rashad Vaughn,NA,None,PG/SF,3000,MIL,@BOS,1,99,NA,NA,98,99,-10,1,1,2,3,3,7,1.1,4.3,-3,11.5,0,0,0,0,0,0
Joe Young,NA,None,PG/SG,3000,IND,NYK,2,111,NA,NA,99,105,6,4,2,3,7,5,6,4.8,4.7,1.6,7.8,0,0,0,7.2,6.5,2.2
Sterling Brown,NA,None,SG,3000,MIL,@BOS,1,99,NA,NA,98,99,-10,4,2,2,6,6,6,4.5,4.5,1.2,7.7,0,0,0,0,0,0
Cedi Osman,NA,None,SG/SF,3000,CLE,@CHI,1,109,NA,NA,99,109,6,2,1,1,9,5,5,4.6,3.9,-1.2,9,0,0,0,5.9,2.8,0.9
JaVale McGee,NA,None,C,3000,GSW,@NOR,0,119,18,19,102,106,-3,1,2,3,3,7,8,5.7,8.4,2.7,14.1,12,14.4,4.8,11.1,15,5
Ekpe Udoh,NA,None,PF/C,3000,UTA,WAS,2,101,9,14,100,104,-3,4,3,2,17,17,15,11.9,11.4,6.2,16.6,0,0,0,7.9,8,2.7
Vince Hunter,NA,None,PF,3000,MEM,MIN,1,99,NA,NA,99,108,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Withey,NA,None,C,3000,DAL,DEN,1,106,NA,NA,100,106,-2,2,2,2,5,4,5,3.9,3.8,0.9,6.7,0,0,0,0,0,0
Richard Jefferson,NA,None,SF/PF,3000,DEN,@DAL,1,104,NA,NA,98,106,9,4,2,2,13,9,8,4.7,3.7,0.6,6.8,0,0,0,2.4,0,0
Antonius Cleveland,NA,None,SG,3000,DAL,DEN,1,106,NA,NA,100,106,-3,2,1,1,4,4,4,2.5,2.8,0.4,5.2,0,0,0,0,0,0
Wes Iwundu,NA,None,SG/SF,3000,ORL,@CHA,0,106,NA,NA,101,105,3,1,2,2,3,5,5,3.5,3.4,0.4,6.4,0,0,0,6,2.8,0.9
Damien Wilkins,NA,None,SG/SF,3000,IND,NYK,2,111,NA,NA,99,105,2,2,1,1,8,5,6,3.3,3.2,0.8,5.6,0,0,0,3.9,1.3,0.4
Darrell Arthur,NA,None,PF,3000,DEN,@DAL,1,104,NA,NA,98,106,-8,3,2,2,6,8,8,2.8,2.8,-0.5,6,0,0,0,0,0,0
Nik Stauskas,NA,None,PG/SF,3000,PHI,PHO,1,119,NA,NA,105,110,2,1,1,1,9,8,8,2.8,2.8,0.7,4.8,0,0,0,7.7,-1,-0.3
Khem Birch,NA,None,PF/C,3000,ORL,@CHA,0,106,NA,NA,101,105,-4,1,2,2,2,3,3,2.7,2.7,-0.4,5.7,0,0,0,0,0,0
Darrun Hilliard,NA,None,SG/SF,3000,SAS,DET,0,103,NA,NA,99,105,-10,3,2,2,9,9,9,2.2,2.2,0.9,3.4,0,0,0,0,0,0
Jabari Bird,NA,None,SG,3000,BOS,MIL,1,104,NA,NA,98,105,-2,1,1,1,8,8,8,2.1,2.1,-0.9,5.1,0,0,0,0,0,0
Kobi Simmons,NA,None,SG,3000,MEM,MIN,1,99,NA,NA,99,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D.J. Wilson,NA,None,PF/C,3000,MIL,@BOS,1,99,NA,NA,98,99,-4,2,1,1,7,4,4,1.8,1.7,-1.1,4.5,0,0,0,0,0,0
Tony Bradley,NA,None,C,3000,UTA,WAS,2,101,NA,NA,100,104,-3,1,2,1,2,2,3,1.9,2.2,0.9,3.5,0,0,0,0,0,0
Alex Poythress,NA,None,SF,3000,IND,NYK,2,111,NA,NA,99,105,4,1,1,0,2,3,3,2,1.6,-1.1,4.4,0,0,0,0,0,0
John Holland,NA,None,SG/SF,3000,CLE,@CHI,1,109,NA,NA,99,109,4,2,1,1,3,4,4,1.4,1.4,-0.3,3.1,0,0,0,0,0,0
Ryan Arcidiacono,NA,None,PG,3000,CHI,CLE,2,101,NA,NA,100,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Brussino,NA,None,SG,3000,ATL,BKN,1,111,NA,NA,105,108,-4,1,1,1,3,3,3,0.9,0.9,0.3,1.6,0,0,0,0,0,0
Cole Aldrich,NA,None,C,3000,MIN,@MEM,0,102,NA,NA,97,104,-2,0,0,0,1,2,2,1.1,1.1,-0.5,2.8,0,0,0,0,0,0
Nate Wolters,NA,None,PG,3000,UTA,WAS,2,101,NA,NA,100,104,-6,1,1,1,2,3,3,1,1,-0.3,2.3,0,0,0,0,0,0
Marcus Georges-Hunt,NA,None,SG/SF,3000,MIN,@MEM,0,102,NA,NA,97,104,-5,0,1,0,1,1,2,1.8,0.9,-1.4,3.2,0,0,0,0,0,0
Yakuba Ouattara,NA,None,SG,3000,BKN,@ATL,1,110,NA,NA,100,108,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kadeem Allen,NA,None,SG,3000,BOS,MIL,1,104,NA,NA,98,105,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Buycks,NA,None,PG,3000,DET,@SAS,1,99,NA,NA,97,101,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joffrey Lauvergne,NA,P,PF/C,3000,SAS,DET,0,103,NA,NA,99,105,0,4,3,4,16,12,11,7.8,9.4,2.7,16.1,0,0,0,0,0,0
Boban Marjanovic,NA,None,C,3000,DET,@SAS,1,99,NA,NA,97,101,0,3,3,3,6,6,6,8,8,3,13,0,0,0,0,0,0
London Perrantes,NA,None,PG,3000,CLE,@CHI,1,109,NA,NA,99,109,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kay Felder,NA,None,PG,3000,CHI,CLE,2,101,NA,NA,100,108,5,3,5,5,6,9,11,5.5,7.9,1.3,14.6,0,0,0,4.2,7.8,2.6
Luke Kornet,NA,None,PF,3000,NYK,@IND,0,101,NA,NA,101,107,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Hicks,NA,None,PF,3000,NYK,@IND,0,101,NA,NA,101,107,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Rabb,NA,None,PF/C,3000,MEM,MIN,1,99,NA,NA,99,108,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Brown,NA,None,SG/SF,3000,MIN,@MEM,0,102,NA,NA,97,104,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treveon Graham,NA,None,SG/SF,3000,CHA,ORL,2,113,12,8,103,108,9,5,4,4,11,19,19,11.4,11.2,6.7,15.7,0,0,0,0,0,0
Jamel Artis,NA,None,SG/SF,3000,ORL,@CHA,0,106,NA,NA,101,105,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Baker,NA,None,PG/SG,3000,NYK,@IND,0,101,NA,NA,101,107,2,1,1,2,9,9,11,6.6,8.7,1.9,15.5,0,0,0,21.5,15.5,5.2
Jacob Pullen,NA,None,PG,3000,PHI,PHO,1,119,NA,NA,105,110,17,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
Chris Boucher,NA,None,PF,3000,GSW,@NOR,0,119,NA,NA,102,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Montero,NA,None,SF,3000,DET,@SAS,1,99,NA,NA,97,101,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Brooks,NA,None,PG/SG,3000,MIN,@MEM,0,102,NA,NA,97,104,4,3,2,2,8,8,5,5,4.3,1.3,7.4,0,0,0,0,0,0
Russell Westbrook,19,None,PG,11000,OKC,UTA,1,104,35,21,98,102,-4,22,23,20,38,38,36,59.6,53.3,41.6,64.9,36,53.7,4.9,38.3,77.3,7
Damian Lillard,15,None,PG,9400,POR,WAS,2,104,30,24,100,104,-5,21,19,19,40,39,37,46.3,44,33.9,54.1,37,44.3,4.7,42.9,53,5.6
Kyle Lowry,19,None,PG,8700,TOR,PHO,3,119,22,20,105,110,17,15,13,12,36,35,34,48,39.4,28.2,50.5,34,41.5,4.8,35.1,48.5,5.6
DeMar DeRozan,10,None,SG/SF,8500,TOR,PHO,3,119,29,22,105,110,1,22,16,18,35,34,35,32.3,39.2,29.5,48.9,33.5,41.4,4.9,34.3,46.8,5.5
Paul George,12,None,SF,8400,OKC,UTA,1,104,25,18,98,102,-7,19,17,18,38,38,38,38,41.1,28.6,53.5,37.5,39.2,4.7,39.8,28.3,3.4
Devin Booker,20,None,SG/SF,8000,PHO,@TOR,0,105,29,19,100,103,8,31,21,19,39,34,34,42.5,38.1,24.4,51.8,34.5,37,4.6,39.3,43.3,5.4
Bradley Beal,13,None,SG,7600,WAS,@POR,0,98,28,20,100,100,-10,13,15,18,30,31,35,25.9,36.5,25.7,47.4,35,35.3,4.6,43.1,59.3,7.8
Rudy Gobert,2,None,C,7300,UTA,@OKC,0,96,16,20,99,100,-3,8,9,8,36,34,34,32.6,35,24.5,45.6,24,26.1,3.6,26.9,16,2.2
Jusuf Nurkic,16,None,C,7200,POR,WAS,2,104,28,15,100,104,-3,14,15,14,28,30,28,38,30.6,17.9,43.3,31,34.3,4.8,28.6,34.3,4.8
Donovan Mitchell,8,None,PG/SG,7100,UTA,@OKC,0,96,27,15,99,100,-7,19,16,15,31,32,30,37.2,29.7,18.7,40.6,34.5,32.2,4.5,36.3,48.3,6.8
C.J. McCollum,10,None,PG/SG,7000,POR,WAS,2,104,24,17,100,104,1,21,19,18,38,37,36,32.3,33.5,25.5,41.4,36,32.7,4.7,36.8,28,4
Otto Porter,10,None,SF/PF,6900,WAS,@POR,0,98,18,20,100,100,3,14,15,12,31,31,33,33.3,32.2,20.9,43.4,32.5,29.7,4.3,30.3,22,3.2
Derrick Favors,6,None,PF/C,6600,UTA,@OKC,0,96,19,20,99,100,2,8,10,10,29,30,28,37,28.1,16.8,39.4,29,28.1,4.3,22.8,18.5,2.8
Carmelo Anthony,5,None,SF/PF,6500,OKC,UTA,1,104,25,16,98,102,-7,9,14,16,30,32,33,25.6,32.9,25.8,39.9,33,30.7,4.7,34.9,31.5,4.8
T.J. Warren,12,None,SF/PF,6400,PHO,@TOR,0,105,23,19,100,103,-7,20,16,16,35,34,32,31,32.1,19.6,44.5,34,31.4,4.9,23.3,10.8,1.7
Steven Adams,7,None,C,5900,OKC,UTA,1,104,16,21,98,102,-9,12,10,9,33,32,31,29.1,29.2,19.4,39.1,33,27.7,4.7,32.9,33.8,5.7
Ricky Rubio,4,None,PG,5400,UTA,@OKC,0,96,24,14,99,100,-6,7,7,10,24,26,29,23.8,27.5,16.7,38.2,26.5,24.1,4.5,34.3,22,4.1
Marcin Gortat,2,None,C,5200,WAS,@POR,0,98,15,15,100,100,-10,7,7,8,28,25,30,21.4,25.9,15.9,35.8,26,21.2,4.1,22.7,26.8,5.2
Serge Ibaka,10,None,PF/C,5000,TOR,PHO,3,119,18,14,105,110,14,11,11,10,28,28,28,23.4,23.8,17.5,30,26.5,24.7,4.9,33,37,7.4
Kelly Oubre Jr.,9,None,SG/SF,4900,WAS,@POR,0,98,17,13,100,100,3,9,12,9,26,27,28,25.4,22.6,13.4,31.9,26.5,21.4,4.4,26.5,30,6.1
Joe Ingles,3,None,SG/SF,4900,UTA,@OKC,0,96,16,14,99,100,-11,7,8,8,31,31,30,25.3,25.2,18.2,32.1,31,22.8,4.7,34.5,30,6.1
Jonas Valanciunas,6,None,C,4800,TOR,PHO,3,119,20,19,105,110,2,12,9,8,22,19,20,20.9,21.4,10.7,32.1,20,23.1,4.8,18.5,17,3.5
Markieff Morris,4,None,SF/PF,4700,WAS,@POR,0,98,20,12,100,100,-6,13,10,9,25,24,23,18.9,19.1,10.3,27.9,25,20.7,4.4,30.3,22.5,4.8
Alec Burks,10,None,PG/SG,4500,UTA,@OKC,0,96,21,15,99,100,-7,15,12,8,30,26,19,34.3,17.7,5.1,30.4,29.5,24.7,5.5,21.5,21,4.7
Greg Monroe,14,None,PF/C,4500,PHO,@TOR,0,105,22,18,100,103,-3,8,8,8,22,21,19,23.8,20.4,7.4,33.5,26,28.5,6.3,25.9,34,7.6
Alex Len,3,None,PF/C,4400,PHO,@TOR,0,105,16,18,100,103,-3,6,7,6,14,21,22,21.7,23.5,13.1,33.8,18,17.6,4,18.1,25.3,5.8
Tyson Chandler,1,D,C,4300,PHO,@TOR,0,105,11,16,100,103,-3,7,5,5,32,27,26,27.9,23.2,14.3,32,0,0,0,0,0,0
Al-Farouq Aminu,10,None,SF/PF,4200,POR,WAS,2,104,13,14,100,104,0,5,6,7,24,29,29,18,24.1,13.3,35,28.5,22.2,5.3,35.8,27,6.4
Mike James,4,None,PG,4200,PHO,@TOR,0,105,25,14,100,103,-10,9,11,10,20,21,23,24.8,22.8,14,31.6,18.5,18.3,4.4,15.8,15.5,3.7
Tomas Satoransky,2,None,PG/SG,4100,WAS,@POR,0,98,15,17,100,100,3,6,6,4,24,22,15,21.9,12.3,2.7,21.9,23.5,18.2,4.4,24.4,17,4.1
Josh Jackson,1,None,SG/SF,4000,PHO,@TOR,0,105,23,8,100,103,-7,7,11,9,19,23,22,20.1,18.1,10.3,26,19,15,3.8,27.2,16.3,4.1
Noah Vonleh,0,None,PF/C,4000,POR,WAS,2,104,10,13,100,104,0,3,4,4,18,25,22,18.9,17.6,8.7,26.5,17,12.7,3.2,14.5,9.5,2.4
Norman Powell,4,None,SG/SF,4000,TOR,PHO,3,119,19,13,105,110,6,8,10,8,16,23,23,22.5,19.1,12.1,26.2,18.5,16.1,4,16.4,6.8,1.7
Evan Turner,1,None,SG/SF,3900,POR,WAS,2,104,17,8,100,104,1,6,8,8,25,23,26,15,17.8,9.9,25.7,23,16.2,4.2,17.7,5.8,1.5
Tyler Ulis,4,None,PG,3900,PHO,@TOR,0,105,20,10,100,103,-10,9,8,8,31,27,24,21.6,18.8,11,26.6,25.5,20,5.1,21.5,11.8,3
Marquese Chriss,1,None,PF/C,3900,PHO,@TOR,0,105,15,10,100,103,-3,4,5,6,22,22,20,16.4,17.1,8.5,25.7,22,17.7,4.5,10.5,9,2.3
Pascal Siakam,6,None,PF,3900,TOR,PHO,3,119,16,15,105,110,14,6,7,7,21,25,22,19.4,19.1,11.6,26.5,24.5,21.7,5.6,15,19.5,5
Tim Frazier,2,None,PG,3900,WAS,@POR,0,98,15,10,100,100,-7,3,4,3,22,21,18,14.8,13.8,7.3,20.2,23.5,17.1,4.4,23.6,21.8,5.6
Jonas Jerebko,3,None,SF/PF,3800,UTA,@OKC,0,96,14,17,99,100,2,7,7,5,26,23,17,19.3,13.8,4.6,23,21.5,16.2,4.3,21.5,13,3.4
C.J. Miles,3,None,SG/SF,3800,TOR,PHO,3,119,20,15,105,110,6,8,8,8,17,20,19,17.1,17,9.2,24.7,19.5,17.4,4.6,18.4,19.3,5.1
Thabo Sefolosha,1,None,SG/SF,3700,UTA,@OKC,0,96,14,16,99,100,-11,6,7,6,19,19,21,15.4,17.3,9.5,25.1,23,16.8,4.5,21.3,33.5,9.1
Jerami Grant,0,None,SF/PF,3700,OKC,UTA,1,104,15,16,98,102,-7,5,5,6,23,20,23,16.5,18.2,11.6,24.8,21.5,15.5,4.2,18.7,8.3,2.2
Pat Connaughton,1,None,SG/SF,3600,POR,WAS,2,104,13,11,100,104,1,7,6,5,20,24,20,17.8,12.3,4.4,20.2,22.5,14.5,4,26.4,7.8,2.2
Shabazz Napier,0,None,PG/SG,3600,POR,WAS,2,104,18,18,100,104,-5,7,6,5,20,19,17,13.7,14.7,4.2,25.2,17.5,14.7,4.1,8.4,3,0.8
Jared Dudley,NA,None,PF,3600,PHO,@TOR,0,105,NA,NA,100,103,-7,3,2,2,15,14,14,11.2,11.6,1.6,21.6,11.5,8.2,2.3,24.8,25.8,7.2
Andre Roberson,0,None,SG/SF,3500,OKC,UTA,1,104,9,9,98,102,-9,5,5,4,33,31,26,17.9,14.4,8.2,20.6,30.5,17.4,5,34,19,5.4
OG Anunoby,1,None,SF/PF,3500,TOR,PHO,3,119,13,13,105,110,6,3,3,5,20,20,19,10.2,12.4,7.6,17.2,19,13.6,3.9,24.4,21.5,6.1
Jodie Meeks,NA,None,SG,3400,WAS,@POR,0,98,18,13,100,100,-10,7,7,6,18,20,18,13.2,11.8,5.6,18,16.5,11.7,3.4,4.9,0.5,0.1
Jakob Poeltl,5,None,PF/C,3400,TOR,PHO,3,119,16,21,105,110,2,7,5,5,21,17,15,15.3,15.5,5.6,25.4,20.5,18.9,5.6,22.7,21.3,6.3
Caleb Swanigan,NA,None,PF,3400,POR,WAS,2,104,NA,NA,100,104,0,1,2,3,2,8,10,5.7,8,0.4,15.6,0,0,0,0,0,0
Fred VanVleet,14,None,PG,3400,TOR,PHO,3,119,19,14,105,110,17,8,8,6,21,21,16,22.9,14.6,6.2,22.9,20.5,19,5.6,21.4,21.5,6.3
Dragan Bender,1,None,PF/C,3400,PHO,@TOR,0,105,12,7,100,103,-3,5,4,5,21,21,22,11.4,13.8,7.9,19.7,19.5,12,3.5,12.8,1.3,0.4
Maurice Harkless,NA,None,SF/PF,3400,POR,WAS,2,104,11,8,100,104,-5,3,3,5,16,18,25,9.9,14.3,8.3,20.4,0,0,0,11.9,8.5,2.5
Alex Abrines,NA,None,SG/SF,3300,OKC,UTA,1,104,12,7,98,102,-9,3,3,4,9,10,15,5.6,7.9,2.4,13.3,0,0,0,18.2,5.3,1.6
Ian Mahinmi,1,None,C,3300,WAS,@POR,0,98,13,8,100,100,-10,3,3,3,12,19,14,11.4,9.6,4.3,14.9,19.5,13.6,4.1,18.1,12,3.6
Troy Daniels,1,None,SG,3300,PHO,@TOR,0,105,15,9,100,103,8,3,5,5,7,15,15,8.8,9,1.5,16.5,10,6.9,2.1,21.1,18,5.5
Raymond Felton,0,None,PG/SG,3300,OKC,UTA,1,104,19,14,98,102,-4,5,6,6,14,15,17,11.6,14,8.4,19.7,16,11.7,3.5,10.3,3,0.9
Dakari Johnson,NA,None,C,3300,OKC,UTA,1,104,NA,NA,98,102,-9,2,1,2,4,3,7,1.6,5.8,0,11.6,0,0,0,0,0,0
Ed Davis,0,None,PF/C,3300,POR,WAS,2,104,13,15,100,104,0,4,4,4,16,16,19,15.8,17.4,12.2,22.7,11,9.3,2.8,10.1,1.3,0.4
Jason Smith,NA,None,PF/C,3300,WAS,@POR,0,98,NA,NA,100,100,-6,3,2,3,6,7,9,4.5,5.8,1.9,9.7,0,0,0,0,0,0
Meyers Leonard,0,None,PF/C,3200,POR,WAS,2,104,NA,NA,100,104,-3,6,5,4,12,13,11,13.6,11.2,1.8,20.6,0,0,0,3.4,3.3,1
Patrick Patterson,NA,None,PF/C,3100,OKC,UTA,1,104,9,5,98,102,-7,2,1,3,12,10,14,3.2,6.4,2.1,10.8,11.5,6.3,2,13,9.8,3.2
Mike Scott,1,None,PF,3100,WAS,@POR,0,98,18,13,100,100,-6,6,5,6,17,16,18,12.4,13.5,6,20.9,11.5,8.4,2.7,16.1,23.8,7.7
Chris McCullough,NA,None,PF/C,3000,WAS,@POR,0,98,NA,NA,100,100,-6,4,3,4,6,8,8,6.8,7.2,3.3,11.1,0,0,0,0,0,0
Ekpe Udoh,NA,None,PF/C,3000,UTA,@OKC,0,96,9,14,99,100,-3,4,4,2,11,15,15,10.9,11.3,6.2,16.4,0,0,0,3.6,0,0
Royce O'Neale,0,None,SF,3000,UTA,@OKC,0,96,NA,NA,99,100,-11,4,3,2,18,16,12,15.2,7.4,-2.1,16.8,14,10.3,3.4,17.5,2,0.7
Jake Layman,NA,None,SF/PF,3000,POR,WAS,2,104,NA,NA,100,104,-5,1,2,2,3,5,5,3.5,3.4,0.8,6.1,0,0,0,0,0,0
Nick Collison,NA,None,PF/C,3000,OKC,UTA,1,104,NA,NA,98,102,-7,0,1,1,1,4,4,3.4,3.4,0,6.8,0,0,0,0,0,0
Alfonzo McKinnie,NA,None,PF,3000,TOR,PHO,3,119,NA,NA,105,110,6,2,1,1,5,5,4,4.2,3,-2,8,0,0,0,0.5,0,0
Bruno Caboclo,NA,None,SF,3000,TOR,PHO,3,119,NA,NA,105,110,6,1,1,1,3,3,3,2.4,2.4,-1,5.7,0,0,0,0,0,0
Kyle Singler,NA,None,SG/SF,3000,OKC,UTA,1,104,NA,NA,98,102,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Bradley,NA,None,C,3000,UTA,@OKC,0,96,NA,NA,99,100,-3,1,2,1,2,2,3,1.9,2.2,0.9,3.5,0,0,0,0,0,0
Terrance Ferguson,NA,None,SG/SF,3000,OKC,UTA,1,104,NA,NA,98,102,-9,2,2,1,11,10,6,3,1.9,-1.2,5.1,0,0,0,0,0,0
Zach Collins,NA,None,PF/C,3000,POR,WAS,2,104,NA,NA,100,104,-3,0,1,1,2,4,5,1.5,1.6,-0.2,3.3,0,0,0,3.5,0,0
Nate Wolters,NA,None,PG,3000,UTA,@OKC,0,96,NA,NA,99,100,-6,1,1,1,2,3,3,1,1,-0.3,2.3,0,0,0,0,0,0
PJ Dozier,NA,None,PG/SG,3000,OKC,UTA,1,104,NA,NA,98,102,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Hamilton,NA,None,SF,3000,OKC,UTA,1,104,NA,NA,98,102,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Huestis,NA,None,SF/PF,3000,OKC,UTA,1,104,12,4,98,102,-7,3,2,3,10,11,11,4.8,6.4,2,10.7,12.5,8.4,2.8,0,0,0
Malcolm Miller,NA,None,PF,3000,TOR,PHO,3,119,NA,NA,105,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Brown,NA,None,PG,3000,TOR,PHO,3,119,NA,NA,105,110,17,2,2,2,10,12,12,6.1,6.1,2.9,9.2,0,0,0,0.5,0,0
