PlayerName,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Pace,DEff,DvP,L2FGA,L5FGA,SFGA,L2Min,L5Min,SMin,L5FP,SFP,Floor,Ceil,ProjMin,ProjFP,ProjVal,Min,FP,Value
Carmelo Anthony,6,None,SF/PF,6700,OKC,CHA,1,107,25,15,101,104,4,20,15,17,37,34,33,28.4,33,26.3,39.8,33.5,32.3,4.8,34.5,17.5,2.6
Jrue Holiday,14,None,PG/SG,6600,NOR,@HOU,0,108,21,14,102,102,-11,17,18,15,40,38,37,41.3,33.8,23.2,44.5,37,35.3,5.3,41.5,60.5,9.2
Clint Capela,13,None,C,6500,HOU,NOR,1,120,19,26,102,107,0,6,9,9,20,24,25,32.1,33.9,23.4,44.5,26.5,33.7,5.2,23.9,47.5,7.3
Austin Rivers,5,None,PG/SG,6200,LAC,TOR,1,105,21,12,101,104,-12,17,16,13,37,35,35,33.8,27.1,18,36.2,36,29.7,4.8,32.7,23.3,3.8
Goran Dragic,1,None,PG,6200,MIA,@MEM,1,96,25,17,96,105,3,15,13,14,29,27,32,24.1,30.6,22.4,38.8,30,26.9,4.3,25.4,32.3,5.2
Kris Dunn,24,None,PG/SG,6100,CHI,BOS,1,95,26,14,98,99,-10,18,14,12,36,33,29,38.1,30.7,19.5,41.9,33,34.1,5.6,24.9,23,3.8
Jayson Tatum,6,None,SF/PF,6000,BOS,@CHI,0,100,17,18,99,108,6,9,9,9,33,32,31,29.5,27.4,20,34.7,32.5,28.8,4.8,29.1,22,3.7
Steven Adams,12,None,C,5900,OKC,CHA,1,107,16,21,101,104,-5,12,12,9,37,34,32,35.7,29.8,20.5,39,33.5,31.3,5.3,28.6,30,5.1
Rajon Rondo,10,None,PG,5800,NOR,@HOU,0,108,18,15,102,102,-11,7,8,7,32,30,27,40.3,28.3,15.7,40.9,32.5,32.1,5.5,42,48,8.3
Jaylen Brown,5,None,SG/SF,5700,BOS,@CHI,0,100,20,14,99,108,3,11,11,12,31,31,32,23.1,27.7,20.7,34.7,33,26.6,4.7,28.6,24.5,4.3
Serge Ibaka,7,None,PF/C,5600,TOR,@LAC,0,110,18,15,99,109,6,13,12,10,28,29,28,30,25.1,18.3,31.8,28,23.5,4.2,33,32.5,5.8
Kelly Olynyk,5,None,PF/C,5500,MIA,@MEM,1,96,20,16,96,105,-5,8,9,6,30,29,21,27.3,21.1,12.1,30,29,26.5,4.8,17.6,11.8,2.1
Dion Waiters,1,None,SG/SF,5400,MIA,@MEM,1,96,25,10,96,105,-3,11,11,14,30,29,31,20.1,25,14.5,35.4,30,24.5,4.5,24.3,23.5,4.4
James Johnson,6,None,SF/PF,5400,MIA,@MEM,1,96,20,16,96,105,3,10,9,9,28,29,28,23.7,26.8,15.4,38.2,28.5,25.7,4.8,31,26.8,5
Justin Holiday,1,None,SG/SF,5100,CHI,BOS,1,95,19,12,98,99,-15,12,10,13,34,34,35,25.6,27.7,19.1,36.3,33.5,25.6,5,24.6,24.3,4.8
Marcus Smart,17,None,SG/SF,5000,BOS,@CHI,0,100,20,9,99,108,4,8,7,10,29,30,31,20.1,25,16.6,33.4,33.5,29.5,5.9,31.5,21,4.2
Jeremy Lamb,22,None,SG/SF,5000,CHA,@OKC,1,100,23,18,99,100,-2,11,11,12,21,24,28,22.7,28.8,20,37.7,31.5,28.8,5.8,33.1,20.3,4.1
Robin Lopez,3,None,C,4900,CHI,BOS,1,95,20,15,98,99,-4,11,10,11,37,32,31,26.9,24.9,18.2,31.7,31.5,24.7,5,24.2,14,2.9
Denzel Valentine,NA,None,SG/SF,4800,CHI,BOS,1,95,17,11,98,99,-15,6,8,10,22,26,29,17.1,22.9,13.3,32.5,27.5,20.1,4.2,29.8,16,3.3
Nikola Mirotic,9,None,PF/C,4800,CHI,BOS,1,95,NA,NA,98,99,0,9,9,9,18,18,18,18.5,18.5,9.7,27.3,26,24.4,5.1,31.6,37.5,7.8
Eric Gordon,6,None,SG,4700,HOU,NOR,1,120,25,14,102,107,6,9,12,15,31,29,32,20.5,27.5,18.5,36.4,29.5,24.6,5.2,35.7,33,7
Marvin Williams,2,None,SF/PF,4700,CHA,@OKC,1,100,13,14,99,100,1,11,8,7,34,31,27,23.6,20,12,28,27,21.6,4.6,31.9,31.3,6.7
Trevor Ariza,10,None,SG/SF,4700,HOU,NOR,1,120,13,13,102,107,10,7,8,9,35,32,34,21.7,24.5,17.6,31.3,32.5,25.7,5.5,38.4,24,5.1
Ryan Anderson,5,None,PF/C,4600,HOU,NOR,1,120,15,14,102,107,3,8,9,9,26,26,30,24.6,23.3,14.3,32.2,26.5,20.7,4.5,17.6,8.8,1.9
Al-Farouq Aminu,21,None,SF/PF,4600,POR,@GSW,1,103,13,15,104,101,0,10,7,8,34,29,30,19.9,24.8,14.8,34.7,31.5,24.5,5.3,25.4,13.3,2.9
Josh Richardson,2,None,SG/SF,4600,MIA,@MEM,1,96,16,8,96,105,-22,9,11,10,32,32,33,24.2,20.9,12.4,29.4,32,20.6,4.5,29.7,28.8,6.3
JaMychal Green,1,None,SF/PF,4500,MEM,MIA,1,98,16,12,98,105,-1,8,9,8,33,33,29,21.4,20.8,14,27.7,29.5,22.7,5,32.5,16.5,3.7
E'Twaun Moore,11,None,SG/SF,4500,NOR,@HOU,0,108,15,13,102,102,7,11,11,10,39,38,32,25.9,21.4,13.7,29,36.5,25.2,5.6,41.8,45.8,10.2
Tyler Johnson,NA,None,PG/SG,4500,MIA,@MEM,1,96,18,12,96,105,-3,12,10,9,29,27,27,25.4,20.6,12.2,28.9,27,20.5,4.6,32.2,26.3,5.8
Bobby Portis,4,None,PF,4400,CHI,BOS,1,95,24,19,98,99,0,6,9,10,15,19,21,19.1,23.5,15,32.1,21.5,20.7,4.7,23,33,7.5
Andre Iguodala,4,None,SG/SF,4400,GSW,POR,2,113,11,11,99,102,5,7,5,5,29,29,27,20,17.8,12.4,23.1,29,21.1,4.8,31.7,24,5.5
Jonas Valanciunas,3,None,C,4400,TOR,@LAC,0,110,20,19,99,109,0,4,7,7,20,21,20,20.4,21.1,11.2,31,20.5,20.7,4.7,27.7,43.8,10
Mario Chalmers,NA,None,PG,4300,MEM,MIA,1,98,20,10,98,105,-6,5,6,7,19,20,24,13.8,19,10,28.1,17.5,14.3,3.3,11.1,2.3,0.5
Wesley Johnson,1,None,SG/SF,4200,LAC,TOR,1,105,13,11,101,104,-10,8,9,7,28,30,26,18.4,18,9.4,26.6,31.5,21.1,5,19.9,10.8,2.6
Jerian Grant,1,None,PG/SG,4200,CHI,BOS,1,95,19,15,98,99,-10,4,6,7,15,17,24,16.8,21.1,11.3,30.8,14.5,12.4,3,23.1,29.8,7.1
Ed Davis,0,None,PF/C,4200,POR,@GSW,1,103,13,16,104,101,0,3,3,4,12,15,18,14.1,16.9,10.8,23.1,15.5,13.7,3.3,7.9,2.5,0.6
Michael Kidd-Gilchrist,7,None,SF,4100,CHA,@OKC,1,100,15,12,99,100,-11,9,10,9,30,29,27,22.3,19.3,11.2,27.4,30,21,5.1,34.4,38,9.3
Terry Rozier,19,None,PG/SG,4100,BOS,@CHI,0,100,18,14,99,108,4,9,8,9,23,24,24,19.9,21,11.9,30.1,29,24.8,6,28,24.8,6
Justise Winslow,NA,None,SF/PF,4000,MIA,@MEM,1,96,15,11,96,105,-22,8,7,7,23,23,23,20.6,18.6,11.8,25.4,22.5,16,4,22.6,18.3,4.6
Frank Kaminsky,3,None,PF/C,4000,CHA,@OKC,1,100,20,13,99,100,1,11,9,10,20,22,24,18.2,19.8,10.6,29.1,22,17.9,4.5,17.9,25.3,6.3
Dillon Brooks,NA,None,SG/SF,3900,MEM,MIA,1,98,13,8,98,105,-6,5,4,7,28,27,29,14.2,17.1,9.1,25.2,21,12.8,3.3,18.6,0.8,0.2
Noah Vonleh,NA,None,PF/C,3900,POR,@GSW,1,103,10,13,104,101,0,3,3,4,13,19,21,13.6,16.4,7.4,25.5,15,11.5,2.9,15.5,18.8,4.8
Fred VanVleet,3,None,PG,3900,TOR,@LAC,0,110,20,15,99,109,0,7,8,6,22,21,17,21.2,15.6,7.7,23.4,20.5,17.3,4.4,23.5,9.8,2.5
Meyers Leonard,1,None,PF/C,3800,POR,@GSW,1,103,NA,NA,104,101,4,4,4,4,12,10,11,11.2,11.3,2.1,20.5,19.5,16.1,4.2,18.4,9,2.4
Evan Turner,1,None,SG/SF,3800,POR,@GSW,1,103,17,8,104,101,-4,4,6,8,23,23,26,13.2,17.2,9.2,25.2,27.5,18.5,4.9,30.4,21.8,5.7
Daniel Theis,NA,None,PF/C,3800,BOS,@CHI,0,100,17,15,99,108,3,5,5,3,11,12,12,13.1,12.2,4.3,20,13.5,13.2,3.5,11.3,7.5,2
Bam Adebayo,NA,None,PF/C,3800,MIA,@MEM,1,96,13,17,96,105,-5,4,4,3,19,21,16,15.6,12.8,3.1,22.5,19,15.8,4.2,22.9,30,7.9
Milos Teodosic,3,None,PG/SG,3800,LAC,TOR,1,105,NA,NA,101,104,-12,6,6,6,16,16,16,13.1,13.1,5.9,20.4,22.5,19.6,5.2,20.6,21.3,5.6
Pascal Siakam,NA,None,PF,3800,TOR,@LAC,0,110,16,15,99,109,6,7,6,7,20,19,22,14.4,18.6,11.4,25.7,20,16.2,4.3,13.3,7.5,2
David Nwaba,10,None,PG/SG,3800,CHI,BOS,1,95,14,16,98,99,-10,8,6,5,31,25,23,22.6,20,10.8,29.1,24,19.1,5,26.8,24,6.3
Shaun Livingston,1,None,PG/SG,3800,GSW,POR,2,113,15,11,99,102,-7,6,4,5,20,17,16,10.1,11.4,5.6,17.2,21.5,15.2,4,23.6,13,3.4
Chandler Parsons,1,None,SF/PF,3800,MEM,MIA,1,98,18,17,98,105,-6,10,9,7,24,24,21,18.4,17.1,10,24.2,24,18.5,4.9,23.8,27,7.1
Jerami Grant,NA,None,SF/PF,3700,OKC,CHA,1,107,15,15,101,104,6,4,5,6,15,19,22,13.1,17,9.4,24.6,21,15.5,4.2,19.7,10.3,2.8
Jakob Poeltl,8,None,PF/C,3700,TOR,@LAC,0,110,16,21,99,109,0,6,6,5,23,22,17,19.1,16.3,7.1,25.5,23,19.1,5.2,12.8,7.3,2
P.J. Tucker,1,None,SF/PF,3700,HOU,NOR,1,120,10,9,102,107,10,5,5,5,24,24,28,14.4,18.6,12.1,25.1,22.5,15.5,4.2,22.6,14,3.8
Aron Baynes,5,None,C,3700,BOS,@CHI,0,100,16,13,99,108,0,4,5,5,20,17,18,14.5,15.2,7.6,22.7,22,18.4,5,16.6,13.3,3.6
Norman Powell,NA,None,SG/SF,3700,TOR,@LAC,0,110,19,13,99,109,3,3,5,7,12,15,21,11.9,16.6,8.4,24.9,15,11.8,3.2,11.8,7.5,2
Wayne Ellington,NA,None,SG/SF,3700,MIA,@MEM,1,96,15,14,96,105,-3,7,8,7,21,23,20,16,14.6,5.2,24,21,14.2,3.8,30.5,17.5,4.7
Montrezl Harrell,0,None,PF/C,3700,LAC,TOR,1,105,17,24,101,104,-4,5,5,3,14,17,11,16.9,11.6,5.4,17.7,14.5,13.7,3.7,15.5,25.5,6.9
Malik Monk,1,None,PG/SG,3700,CHA,@OKC,1,100,21,7,99,100,-2,6,6,8,15,14,18,9.8,12.9,3,22.9,0,0,0,6.8,2,0.5
Darius Miller,1,None,SF,3700,NOR,@HOU,0,108,13,12,102,102,2,5,7,6,19,27,20,13.8,13.2,5.1,21.3,28,17.2,4.6,39.3,22.8,6.2
David West,0,None,PF/C,3600,GSW,POR,2,113,21,25,99,102,-7,7,5,5,17,14,12,17.7,16.3,10.5,22.1,15,16.4,4.6,17.6,24,6.7
C.J. Miles,NA,None,SG/SF,3600,TOR,@LAC,0,110,20,15,99,109,3,12,10,9,20,19,19,18.4,17.5,9.9,25.1,18,15.4,4.3,18.1,18.3,5.1
Jordan Bell,4,None,PF/C,3600,GSW,POR,2,113,14,22,99,102,-7,2,4,3,15,14,11,14.8,12,3.5,20.4,23,24.8,6.9,25.7,24.5,6.8
Pat Connaughton,1,None,SG/SF,3600,POR,@GSW,1,103,13,10,104,101,-4,8,8,5,26,24,20,13.8,12,4.3,19.6,23.5,15,4.2,23.1,11.8,3.3
Michael Carter-Williams,NA,None,PG,3600,CHA,@OKC,1,100,19,9,99,100,-6,5,6,5,16,18,17,13,14.3,6.2,22.4,15.5,12.8,3.6,14.8,13.5,3.8
Andrew Harrison,4,None,PG/SG,3500,MEM,MIA,1,98,18,10,98,105,1,7,6,5,27,24,18,19.4,13.1,7.1,19.2,25.5,18.1,5.2,30.4,27.3,7.8
Shabazz Napier,NA,None,PG/SG,3500,POR,@GSW,1,103,18,18,104,101,-1,6,5,5,16,16,16,13.2,14.1,3.6,24.7,0,0,0,0,0,0
Semi Ojeleye,NA,None,SG/SF,3500,BOS,@CHI,0,100,9,5,99,108,3,4,3,3,10,15,14,5.8,6.2,1.5,10.9,15.5,8.3,2.4,11.8,6.3,1.8
OG Anunoby,2,None,SF/PF,3500,TOR,@LAC,0,110,13,13,99,109,3,5,5,5,30,25,20,11.3,12.6,7.7,17.5,25,16.3,4.7,26.4,7.5,2.1
James Ennis III,NA,None,SG/SF,3500,MEM,MIA,1,98,12,12,98,105,-6,5,5,5,20,21,26,11.8,15.3,7.6,23,19.5,11.4,3.3,22.4,12.3,3.5
Dante Cunningham,3,None,SF/PF,3500,NOR,@HOU,0,108,10,9,102,102,2,4,5,5,24,24,24,21.3,14.2,7.7,20.7,31,18.9,5.4,0,0,0
Luc Richard Mbah a Moute,NA,None,SF/PF,3400,HOU,NOR,1,120,12,10,102,107,3,5,5,6,23,24,26,11.8,16.9,8.1,25.6,21.5,13.1,3.9,21.4,7.3,2.1
Patrick McCaw,1,None,PG/SF,3400,GSW,POR,2,113,12,12,99,102,-4,2,4,3,12,17,13,16.1,8.4,-0.6,17.4,21,12.8,3.8,16.8,6.5,1.9
Ben McLemore,NA,None,SG/SF,3400,MEM,MIA,1,98,18,9,98,105,1,8,5,6,23,19,19,13.8,13.3,6.3,20.2,18,11.4,3.4,14.8,6,1.8
Patrick Patterson,NA,None,PF/C,3400,OKC,CHA,1,107,9,7,101,104,4,4,3,3,17,14,14,9.2,7.1,2.5,11.7,13.5,7.7,2.3,13.4,12.5,3.7
Sam Dekker,NA,None,SF/PF,3400,LAC,TOR,1,105,18,8,101,104,-10,5,5,4,11,14,10,9.3,7.3,2.3,12.2,13.5,10.1,3,27.3,21.8,6.4
Nene Hilario,NA,None,C,3400,HOU,NOR,1,120,20,20,102,107,0,4,4,5,13,14,15,14.5,14.5,7.8,21.2,13,13.1,3.9,12.9,13.5,4
Caleb Swanigan,NA,None,PF,3400,POR,@GSW,1,103,NA,NA,104,101,0,1,2,3,2,8,10,5.7,8,0.4,15.6,0,0,0,1.1,2,0.6
Paul Zipser,NA,None,SG/SF,3400,CHI,BOS,1,95,16,4,98,99,-15,4,6,5,14,16,17,11.1,11,4.4,17.6,16.5,10.5,3.1,20.8,16.5,4.9
Nick Young,NA,None,SG,3400,GSW,POR,2,113,18,14,99,102,-4,5,4,5,14,12,13,7.5,10.5,1.7,19.3,14,9.9,2.9,13,17.5,5.1
Quinn Cook,NA,None,PG,3400,GSW,POR,2,113,NA,NA,99,102,-7,6,3,3,19,12,12,8.5,8.5,1.2,15.8,0,0,0,9.8,5.8,1.7
Omri Casspi,1,None,SF/PF,3300,GSW,POR,2,113,15,16,99,102,5,3,3,4,12,16,14,11.6,13.4,5.2,21.6,22,16.2,4.9,25.1,27.3,8.3
Jarell Martin,NA,None,PF/C,3300,MEM,MIA,1,98,14,8,98,105,-1,5,4,5,12,15,18,9.2,11.9,5.4,18.3,0,0,0,1.9,0,0
Dwayne Bacon,NA,None,SG/SF,3300,CHA,@OKC,1,100,12,5,99,100,-11,2,1,4,15,11,18,3.8,10.2,2.8,17.6,15,8.4,2.5,7.6,3.3,1
Alex Abrines,3,None,SG/SF,3200,OKC,CHA,1,107,12,8,101,104,2,9,5,4,34,21,17,12.3,9,2,16.1,27.5,16,5,26.2,12.5,3.9
Deyonta Davis,NA,None,PF/C,3200,MEM,MIA,1,98,NA,NA,98,105,0,3,3,3,12,12,12,11.1,10.3,3.5,17.1,12,10.2,3.2,13.5,15.8,4.9
Jamil Wilson,NA,None,SF/PF,3200,LAC,TOR,1,105,NA,NA,101,104,-10,3,4,4,14,15,13,9.8,8.3,3.5,13.2,22,15.5,4.8,9.2,2.5,0.8
Ian Clark,NA,None,PG/SG,3200,NOR,@HOU,0,108,16,8,102,102,7,6,4,5,20,12,15,7.3,9.4,2,16.8,19,13.2,4.1,20.6,9.3,2.9
Shane Larkin,NA,None,PG,3200,BOS,@CHI,0,100,18,8,99,108,4,5,2,3,14,8,10,7,6.9,-0.3,14.1,16,12.4,3.9,17.4,10.5,3.3
Raymond Felton,NA,None,PG/SG,3200,OKC,CHA,1,107,19,14,101,104,1,8,6,6,17,14,17,10.1,13.7,7.9,19.5,18,14.5,4.5,18.4,9.8,3.1
Sindarius Thornwell,NA,None,SG,3100,LAC,TOR,1,105,13,7,101,104,10,4,3,4,18,15,16,6.8,8.1,2.5,13.8,16,9.2,3,22.7,18,5.8
Antonio Blakeney,NA,None,PG,3100,CHI,BOS,1,95,24,8,98,99,-15,3,7,7,9,13,15,9.7,10.7,4.4,17,0,0,0,0,0,0
Bobby Brown,NA,None,PG,3100,HOU,NOR,1,120,NA,NA,102,107,5,1,2,3,2,3,6,1.3,4.4,-1.2,9.9,0,0,0,0,0,0
Tarik Black,NA,None,PF/C,3100,HOU,NOR,1,120,16,14,102,107,3,1,1,2,6,7,9,2.9,8.6,0.1,17,0,0,0,0,0,0
Dakari Johnson,NA,None,C,3100,OKC,CHA,1,107,NA,NA,101,104,-5,2,1,2,4,3,7,1.6,5.8,0,11.6,0,0,0,0.8,0,0
Abdel Nader,NA,None,PF,3000,BOS,@CHI,0,100,NA,NA,99,108,6,2,1,2,10,7,7,3.1,3.8,-0.9,8.5,0,0,0,16.2,9.5,3.2
Willie Reed,NA,None,C,3000,LAC,TOR,1,105,17,21,101,104,-1,1,1,3,5,7,11,5.3,10.3,3.3,17.4,0,0,0,0,0,0
Jawun Evans,NA,None,PG,3000,LAC,TOR,1,105,20,9,101,104,-12,5,5,4,14,14,13,12.7,9.5,4.6,14.4,0,0,0,14.6,6.5,2.2
Kevon Looney,NA,None,SF/PF,3000,GSW,POR,2,113,13,12,99,102,5,1,1,2,8,6,10,4.2,8.9,2.7,15.2,0,0,0,3.2,0,0
Kay Felder,NA,None,PG,3000,CHI,BOS,1,95,NA,NA,98,99,-10,3,4,5,5,6,10,5,7.9,1.5,14.3,0,0,0,3.5,2,0.7
Omer Asik,NA,None,C,3000,NOR,@HOU,0,108,NA,NA,102,102,0,1,1,2,6,9,10,6.3,6.4,2.6,10.2,10.5,7.5,2.5,12.3,0.8,0.3
Treveon Graham,NA,None,SG/SF,3000,CHA,@OKC,1,100,13,10,99,100,-2,7,5,5,22,16,19,12.6,11.9,7.2,16.6,0,0,0,20.4,17,5.7
JaVale McGee,1,None,C,3000,GSW,POR,2,113,17,19,99,102,-11,3,2,3,11,8,8,7.9,8.8,3.3,14.4,10.5,11.3,3.8,0,0,0
Jordan Mickey,NA,None,PF/C,3000,MIA,@MEM,1,96,NA,NA,96,105,-5,1,2,2,6,9,9,8.6,8.6,3.6,13.6,0,0,0,1.9,1.3,0.4
Josh Huestis,NA,None,SF/PF,3000,OKC,CHA,1,107,12,4,101,104,6,2,2,3,7,9,11,4.4,6.3,2,10.6,0,0,0,13.2,8.3,2.8
C.J. Williams,NA,None,SG,3000,LAC,TOR,1,105,NA,NA,101,104,10,3,4,3,11,15,10,8.4,5.7,1.5,10,0,0,0,9.3,8.8,2.9
Quincy Pondexter,NA,None,SG/SF,3000,CHI,BOS,1,95,16,6,98,99,-15,1,1,3,4,7,11,1.4,6.1,0.6,11.7,0,0,0,3.9,0.5,0.2
Cristiano Felicio,NA,None,PF/C,3000,CHI,BOS,1,95,11,10,98,99,-4,5,3,3,14,13,15,7.5,9.3,4.7,13.8,11,9.4,3.1,3.9,5.5,1.8
Johnny O'Bryant III,NA,None,PF/C,3000,CHA,@OKC,1,100,NA,NA,99,100,1,9,5,5,13,7,9,8.4,9.8,1.5,18.1,11.5,8.1,2.7,4.2,1.3,0.4
Cheick Diallo,NA,None,PF,3000,NOR,@HOU,0,108,NA,NA,102,102,-9,0,1,2,2,3,7,2,5.2,0,10.4,0,0,0,0,0,0
Brice Johnson,NA,None,PF/C,3000,LAC,TOR,1,105,NA,NA,101,104,-4,1,1,1,4,3,4,3,4.8,0.7,8.8,0,0,0,0,0,0
Kyle Singler,NA,None,SG/SF,3000,OKC,CHA,1,107,NA,NA,101,104,6,6,4,4,14,10,10,5.3,5.3,-2.2,12.7,0,0,0,0.8,1.3,0.4
Guerschon Yabusele,NA,None,PF/C,3000,BOS,@CHI,0,100,NA,NA,99,108,3,2,2,2,7,6,5,5.8,5.2,2.3,8,0,0,0,7.8,2.5,0.8
Lorenzo Brown,NA,None,PG,3000,TOR,@LAC,0,110,NA,NA,99,109,0,2,1,1,9,9,9,4.8,4.8,1,8.7,0,0,0,2,2,0.7
Nick Collison,NA,None,PF/C,3000,OKC,CHA,1,107,NA,NA,101,104,4,1,1,1,5,5,5,4,4,0.7,7.4,0,0,0,1.8,1.3,0.4
Zhou Qi,NA,D,PF/C,3000,HOU,NOR,1,120,NA,NA,102,107,3,3,2,2,7,6,5,5.3,4.1,0.1,8.2,0,0,0,0,0,0
Vince Hunter,NA,None,PF,3000,MEM,MIA,1,98,NA,NA,98,105,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,2,0.7
Julyan Stone,NA,None,PG/SG,3000,CHA,@OKC,1,100,NA,NA,99,100,-6,2,2,2,9,9,9,9.6,9.6,1,18.3,0,0,0,0,0,0
Jake Layman,NA,None,SF/PF,3000,POR,@GSW,1,103,NA,NA,104,101,5,2,2,2,8,7,6,2.9,3.3,0.7,5.9,12.5,7.2,2.4,17.2,11.8,3.9
Zach Collins,NA,None,PF/C,3000,POR,@GSW,1,103,NA,NA,104,101,4,3,1,2,11,6,6,3.5,2.9,-1.9,7.7,0,0,0,25.3,25.8,8.6
Demetrius Jackson,NA,None,PG,3000,HOU,NOR,1,120,NA,NA,102,107,5,0,1,1,2,3,5,0.9,2.9,-1.8,7.5,0,0,0,0,0,0
Charles Cooke,NA,None,SG,3000,NOR,@HOU,0,108,NA,NA,102,102,7,2,2,2,3,3,3,2.8,2.8,1,4.5,0,0,0,0.2,0,0
Jalen Jones,NA,None,SF,3000,NOR,@HOU,0,108,NA,NA,102,102,2,1,1,1,4,3,3,2.7,2.7,0.8,4.5,0,0,0,9.1,1.3,0.4
Alfonzo McKinnie,NA,None,PF,3000,TOR,@LAC,0,110,NA,NA,99,109,3,2,1,1,4,3,3,1.4,2.6,-2.1,7.3,0,0,0,0,0,0
Mangok Mathiang,NA,None,PF/C,3000,CHA,@OKC,1,100,NA,NA,99,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Caboclo,NA,None,SF,3000,TOR,@LAC,0,110,NA,NA,99,109,3,1,1,1,3,3,3,2.4,2.4,-1,5.7,0,0,0,0,0,0
Jabari Bird,NA,None,SG,3000,BOS,@CHI,0,100,NA,NA,99,108,3,1,1,1,8,8,8,2.1,2.1,-0.9,5.1,0,0,0,5.1,6.8,2.3
Terrance Ferguson,NA,None,SG/SF,3000,OKC,CHA,1,107,NA,NA,101,104,2,2,2,1,8,12,7,3.6,2,-1,5.1,0,0,0,12.5,5.3,1.8
Kobi Simmons,NA,None,SG,3000,MEM,MIA,1,98,NA,NA,98,105,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udonis Haslem,NA,None,PF/C,3000,MIA,@MEM,1,96,NA,NA,96,105,3,1,1,1,4,4,4,1.6,1.6,1.1,2.2,0,0,0,1.9,3,1
Ryan Arcidiacono,NA,None,PG,3000,CHI,BOS,1,95,NA,NA,98,99,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Derrick Walton Jr.,NA,None,PG/SG,3000,MIA,@MEM,1,96,NA,NA,96,105,3,1,1,1,4,3,3,2.1,2.1,1.3,3,0,0,0,0,0,0
Kadeem Allen,NA,None,SG,3000,BOS,@CHI,0,100,NA,NA,99,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,3,1
Chris Boucher,NA,None,PF,3000,GSW,POR,2,113,NA,NA,99,102,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ Dozier,NA,None,PG/SG,3000,OKC,CHA,1,107,NA,NA,101,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Hamilton,NA,None,SF,3000,OKC,CHA,1,107,NA,NA,101,104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Rabb,NA,None,PF/C,3000,MEM,MIA,1,98,NA,NA,98,105,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.5,0.5
Malcolm Miller,NA,None,PF,3000,TOR,@LAC,0,110,NA,NA,99,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeBron James,22,None,SF/PF,11800,CLE,ATL,2,114,31,31,100,108,17,23,20,19,39,39,38,60.9,57.9,44.3,71.4,37.5,60.8,5.2,35,64.8,5.5
Joel Embiid,5,None,C,10100,PHI,@MIN,1,105,32,24,98,108,0,18,19,17,35,33,30,50.5,46.8,33.3,60.3,33.5,50.9,5,39.4,58,5.7
Ben Simmons,12,None,PG/SF,9800,PHI,@MIN,1,105,25,19,98,108,2,15,13,15,36,38,37,44.5,47.3,38.1,56.5,36,45.5,4.6,40.3,21.3,2.2
Andre Drummond,15,None,C,9400,DET,DEN,1,109,20,22,100,108,4,7,9,10,33,34,34,43.3,44.2,33.3,55.2,34,45.3,4.8,26.8,23,2.4
Karl-Anthony Towns,18,None,C,8700,MIN,PHI,1,110,22,22,104,105,4,15,13,15,39,38,36,41.9,43.5,34.4,52.6,38,46.3,5.3,48.1,57,6.6
Bradley Beal,13,None,SG,8600,WAS,@BKN,2,109,28,20,104,107,5,22,21,19,37,36,36,34.3,37.8,26.5,49,36.5,40.5,4.7,36.3,39.5,4.6
Kristaps Porzingis,26,None,PF/C,8500,NYK,LAL,1,107,32,24,105,103,2,24,20,21,37,35,34,38,42.5,31,54,34,44.7,5.3,40.1,66.8,7.9
LaMarcus Aldridge,8,None,PF/C,8300,SAS,@DAL,2,103,27,25,98,106,-6,19,18,18,35,34,34,35.3,40,30.3,49.7,34,36,4.3,38,42.3,5.1
Kevin Love,2,None,PF/C,8200,CLE,ATL,2,114,25,24,100,108,8,16,15,13,28,29,30,41.3,38.9,27.9,49.9,30,39.7,4.8,28.4,37.5,4.6
Jimmy Butler,26,None,SG,8000,MIN,PHI,1,110,23,20,104,105,4,15,17,15,42,41,37,46.3,37.1,27.2,47.1,39,42.4,5.3,45.5,53,6.6
Dennis Schroder,8,None,PG,7600,ATL,@CLE,1,102,30,19,99,108,3,23,21,18,37,34,33,37.5,35.6,28.1,43,33,36.7,4.8,27.3,23.8,3.1
Will Barton,10,None,SG/SF,7400,DEN,@DET,1,102,21,18,98,105,-11,18,16,13,44,39,32,40.3,31.7,19.8,43.7,38,36.3,4.9,34.4,30,4.1
Kawhi Leonard,3,None,SF/PF,7300,SAS,@DAL,2,103,NA,NA,98,106,8,0,0,0,0,0,0,0,0,0,0,24.5,30.6,4.2,15.8,26.5,3.6
Otto Porter Jr.,10,None,SF/PF,7200,WAS,@BKN,2,109,18,19,104,107,-5,13,12,12,34,32,33,31.2,32,19.6,44.5,33,33.6,4.7,29.8,21.8,3
